Mouse ID,Hole Punch,Genetic Background,Gender,DOB,Age,Date Weaned,Parent Crossing,Strain 1,Strain 2,Strain 3,GeNtype 1,GeNtype 2,GeNtype 3,Experiments? ,Euthanized ,Date of Euth.,Notes from Book:,,,Red Hole Punch indicates there was Nt a designation listed inside the Ntebook but added to the spreadsheet based on how Cong Nrmally does his numbering and hole punches,,,,,
2599,,,Female,2/8/2024,126,,2001/2003,Myd88-loxp,B6N-Cdh23-KI,,loxp/loxp,KI/KI,,,,,,,,,,,,,
2600,,,Female,2/8/2024,126,,2001/2003,Myd88-loxp,B6N-Cdh23-KI,,loxp/loxp,KI/KI,,,,,,,,,,,,,
2601,,,Male,2/8/2024,126,,2001/2003,Myd88-loxp,B6N-Cdh23-KI,,loxp/loxp,KI/KI,,,,,,,,,,,,,
2602,,,Male,2/8/2024,126,,2001/2003,Myd88-loxp,B6N-Cdh23-KI,,loxp/loxp,KI/KI,,Breeding,,,,,,,,,,,
2603,,,Female,2/12/2024,94,3/5/2024,2020(Td/+)/2035(cre+ Td/+),Pax2-Cre,Td-Tomato,,,,,,,5/16/2024,Cochlea and kidneys in 4% PFA. Tail tip in -20*C.,,,,,,,,
2604,,,Female,2/12/2024,94,3/5/2024,2020(Td/+)/2035(cre+ Td/+),Pax2-Cre,Td-Tomato,,,,,,,5/16/2024,Cochlea and kidneys in 4% PFA. Tail tip in -20*C.,,,,,,,,
2605,,,Male,2/12/2024,94,3/5/2024,2020(Td/+)/2035(cre+ Td/+),Pax2-Cre,Td-Tomato,,,,,,,5/16/2024,Cochlea and kidneys in 4% PFA. Tail tip in -20*C.,,,,,,,,
2606,,,Male,2/12/2024,94,3/5/2024,2020(Td/+)/2035(cre+ Td/+),Pax2-Cre,Td-Tomato,,,,,,,5/16/2024,Cochlea and kidneys in 4% PFA. Tail tip in -20*C.,,,,,,,,
2607,,,Female,2/10/2024,87,,2322/2323,B6N-Cdh23-KI,,,,,,Shreshtha - May 2024,Y,5/7/2024,,,,,,,,,
2608,,,Female,2/10/2024,87,,2322/2323,B6N-Cdh23-KI,,,,,,Shreshtha - May 2024,Y,5/7/2024,,,,,,,,,
2609,,,Male,2/10/2024,87,,2322/2323,B6N-Cdh23-KI,,,,,,Shreshtha - May 2024,Y,5/7/2024,,,,,,,,,
2610,,,Male,2/10/2024,87,,2322/2323,B6N-Cdh23-KI,,,,,,Shreshtha - May 2024,Y,5/7/2024,,,,,,,,,
2611,,,Female ,2/10/2024,93,3/5/2024,2433/2434,Tlr7-KO,,,,,,,,5/13/2024,,,,,,,,,
2612,,,Female ,2/10/2024,93,3/5/2024,2433/2434,Tlr7-KO,,,,,,,,5/13/2024,,,,,,,,,
2613,,,Female ,2/10/2024,93,3/5/2024,2433/2434,Tlr7-KO,,,,,,,,5/13/2024,,,,,,,,,
2614,,,Female ,2/10/2024,93,3/5/2024,2433/2434,Tlr7-KO,,,,,,,,5/13/2024,,,,,,,,,
2615,,,Male,2/10/2024,93,3/5/2024,2433/2434,Tlr7-KO,,,,,,,,5/13/2024,,,,,,,,,
2616,,,Male,2/10/2024,93,3/5/2024,2433/2434,Tlr7-KO,,,,,,,,5/13/2024,,,,,,,,,
2617,,,Male,2/10/2024,93,3/5/2024,2433/2434,Tlr7-KO,,,,,,,,5/13/2024,,,,,,,,,
2618,,,Male,2/10/2024,93,3/5/2024,2433/2434,Tlr7-KO,,,,,,,,5/13/2024,,,,,,,,,
2619,,,Male,2/10/2024,93,3/5/2024,2433/2434,Tlr7-KO,,,,,,,,5/13/2024,,,,,,,,,
2620,,,Female ,2/12/2024,32,,2435/2436,Tlr7-KO,,,,,,,Y,3/15/2024,Blood/serum collected.,,,,,,,,
2621,,,Female ,2/12/2024,32,,2435/2436,Tlr7-KO,,,,,,,Y,3/15/2024,Blood/serum collected.,,,,,,,,
2622,,,Female ,2/12/2024,32,,2435/2436,Tlr7-KO,,,,,,,Y,3/15/2024,Blood/serum collected.,,,,,,,,
2623,,,Female ,2/12/2024,32,,2435/2436,Tlr7-KO,,,,,,,Y,3/15/2024,Blood/serum collected.,,,,,,,,
2624,,,Female ,2/12/2024,32,,2435/2436,Tlr7-KO,,,,,,,Y,3/15/2024,Blood/serum collected.,,,,,,,,
2625,,,Female ,2/12/2024,32,,2435/2436,Tlr7-KO,,,,,,,Y,3/15/2024,Blood/serum collected.,,,,,,,,
2626,,,Male,2/12/2024,32,,2435/2436,Tlr7-KO,,,,,,,Y,3/15/2024,Blood/serum collected.,,,,,,,,
2627,,,Male,2/12/2024,32,,2435/2436,Tlr7-KO,,,,,,,Y,3/15/2024,Blood/serum collected.,,,,,,,,
2628,,,Male,2/12/2024,32,,2435/2436,Tlr7-KO,,,,,,,Y,3/15/2024,Blood/serum collected.,,,,,,,,
2629,,,Female ,2/12/2024,122,3/5/2024,2437/2438,Tlr7-KO,,,,,,Breeding,,,Breeding 5/13/24,,,,,,,,
2630,,,Female ,2/12/2024,122,3/5/2024,2437/2438,Tlr7-KO,,,,,,Breeding,,,Breeding 5/13/24,,,,,,,,
2631,,,Male,2/12/2024,122,3/5/2024,2437/2438,Tlr7-KO,,,,,,Breeding,,,Breeding 5/13/24,,,,,,,,
2632,,,Male,2/12/2024,122,3/5/2024,2437/2438,Tlr7-KO,,,,,,Breeding,,,Breeding 5/13/24,,,,,,,,
2633,,,Female,2/17/2024,27,,2239/2056,Pax2-Cre,B6N-Cdh23-KI,,,,,,Y,3/15/2024,Blood/serum collected.,,,,,,,,
2634,,,Female,2/17/2024,27,,2239/2056,Pax2-Cre,B6N-Cdh23-KI,,,,,,Y,3/15/2024,Blood/serum collected.,,,,,,,,
2635,,,Female,2/17/2024,27,,2239/2056,Pax2-Cre,B6N-Cdh23-KI,,,,,,Y,3/15/2024,Blood/serum collected.,,,,,,,,
2636,,,Female,2/17/2024,27,,2239/2056,Pax2-Cre,B6N-Cdh23-KI,,,,,,Y,3/15/2024,Blood/serum collected.,,,,,,,,
2637,,,Female,2/17/2024,27,,2239/2056,Pax2-Cre,B6N-Cdh23-KI,,,,,,Y,3/15/2024,Blood/serum collected.,,,,,,,,
2638,,,Female,2/17/2024,27,,2239/2056,Pax2-Cre,B6N-Cdh23-KI,,,,,,Y,3/15/2024,Blood/serum collected.,,,,,,,,
2639,,,Male,2/17/2024,117,,2239/2056,Pax2-Cre,B6N-Cdh23-KI,,,,,,,,,,,,,,,,
2640,,,Male,2/17/2024,117,,2239/2056,Pax2-Cre,B6N-Cdh23-KI,,Cre +,KI/KI,,,,,,,,,,,,,
2641,,,Male,2/17/2024,117,,2239/2056,Pax2-Cre,B6N-Cdh23-KI,,Cre +,KI/KI,,,,,,,,,,,,,
2642,,,Male,2/17/2024,103,,2239/2056,Pax2-Cre,B6N-Cdh23-KI,,Cre -,KI/KI,,,,5/30/2024,,,,,,,,,
2643,,,Female,2/18/24,85,,2253/2254,Trpa1-KO,,,,,,,,5/13/2024,Breeding 3/28/24,,,,,,,,
2644,,,Female,2/18/24,85,,2253/2254,Trpa1-KO,,,,,,,,5/13/2024,Breeding 3/28/24,,,,,,,,
2645,,,Male,2/18/24,52,3/10/2024,2253/2254,Trpa1-KO,,,,,,,Y,4/10/2024,"Initially mistaken for female, was in cage with 2643 and 2644",,,,,,,,
2646,,,Male,2/18/24,52,3/10/2024,2253/2254,Trpa1-KO,,,,,,,Y,4/10/2024,,,,,,,,,
2647,,,Male,2/18/24,52,3/10/2024,2253/2254,Trpa1-KO,,,,,,,Y,4/10/2024,,,,,,,,,
2648,,,Female,2/20/24,114,,2043/2049,Trpv1-flox,B6N-Cdh23-KI,,,,,Breeding,,,,,,,,,,,
2649,,,Female,2/20/24,114,,2043/2049,Trpv1-flox,B6N-Cdh23-KI,,,,,Breeding,,,,,,,,,,,
2650,,,Female,2/20/24,114,,2043/2049,Trpv1-flox,B6N-Cdh23-KI,,flox/flox,KI/KI,,Breeding,,,,,,,,,,,
2651,,,Female,2/20/24,114,,2043/2049,Trpv1-flox,B6N-Cdh23-KI,,flox/flox,KI/KI,,Breeding,,,,,,,,,,,
2652,,,Female,2/20/24,114,,2043/2049,Trpv1-flox,B6N-Cdh23-KI,,flox/flox,KI/KI,,Breeding,,,,,,,,,,,
2653,,,Female,2/20/24,114,,2043/2049,Trpv1-flox,B6N-Cdh23-KI,,flox/flox,KI/KI,,Breeding,,,,,,,,,,,
2654,,,Female,2/20/24,98,,2043/2049,Trpv1-flox,B6N-Cdh23-KI,,flox/flox,KI/KI,,,,5/28/2024,,,,,,,,,
2655,,,Male,2/20/24,114,3/10/2024,2043/2049,Trpv1-flox,B6N-Cdh23-KI,,,,,Breeding,,,Breeding 4/10/24,,,,,,,,
2656,,,Male,2/20/24,114,3/10/2024,2043/2049,Trpv1-flox,B6N-Cdh23-KI,,,,,Breeding,,,Breeding 4/10/24,,,,,,,,
2657,,,Female,2/16/24,118,,2322/2323,Pax2-Cre,Tlr4-loxp,B6N-Cdh23-KI,Cre -,loxp/+,KI/KI,,,,,,,,,,,,
2658,,,Female,2/16/24,118,,2322/2323,Pax2-Cre,Tlr4-loxp,B6N-Cdh23-KI,Cre +,loxp/+,KI/KI,,,,,,,,,,,,
2659,,,Male,2/16/24,118,,2322/2323,Pax2-Cre,Tlr4-loxp,B6N-Cdh23-KI,Cre +,loxp/+,KI/KI,Breeding,,,,,,,,,,,
2660,R,C57BL/6J,Female,1/11/24,154,,B6J from JAX,C57BL/6J (B6J),,,,,,Breeding,,,Received 3/4/24. Breeding 3/13/24.,,,,,,,,
2661,L,C57BL/6J,Female,1/11/24,154,,B6J from JAX,C57BL/6J (B6J),,,,,,Breeding,,,Received 3/4/24. Breeding 3/13/24.,,,,,,,,
2662,B,C57BL/6J,Female,1/11/24,154,,B6J from JAX,C57BL/6J (B6J),,,,,,,,,Received 3/4/24. Breeding 3/13/24.,,,,,,,,
2663,2R,C57BL/6J,Female,1/11/24,154,,B6J from JAX,C57BL/6J (B6J),,,,,,,,,Received 3/4/24. Breeding 3/13/24.,,,,,,,,
2664,2L,C57BL/6J,Female,1/11/24,154,,B6J from JAX,C57BL/6J (B6J),,,,,,,,,Received 3/4/24. Breeding 3/13/24.,,,,,,,,
2665,R,C57BL/6J,Male,1/11/24,154,,B6J from JAX,C57BL/6J (B6J),,,,,,,,,Received 3/4/24. Breeding 3/13/24.,,,,,,,,
2666,L,C57BL/6J,Male,1/11/24,154,,B6J from JAX,C57BL/6J (B6J),,,,,,,,,Received 3/4/24. Breeding 3/13/24.,,,,,,,,
2667,R,,Female,2/23/24,80,3/14/2024,"2410, 2411/2412",Trpv1-flox,,,,,,,,5/13/2024,,,,,,,,,
2668,L,,Female,2/23/24,80,3/14/2024,"2410, 2411/2412",Trpv1-flox,,,,,,,,5/13/2024,,,,,,,,,
2669,B,,Female,2/23/24,80,3/14/2024,"2410, 2411/2412",Trpv1-flox,,,,,,,,5/13/2024,,,,,,,,,
2670,R,,Male,2/23/24,80,3/14/2024,"2410, 2411/2412",Trpv1-flox,,,,,,,,5/13/2024,,,,,,,,,
2671,L,,Male,2/23/24,80,3/14/2024,"2410, 2411/2412",Trpv1-flox,,,,,,,,5/13/2024,,,,,,,,,
2672,B,,Male,2/23/24,80,3/14/2024,"2410, 2411/2412",Trpv1-flox,,,,,,,,5/13/2024,,,,,,,,,
2673,R,,Female,2/22/24,47,,2012/2016,Tlr4-KO,,,-/-,,,"Kylee, redo 3-, 24-, 48-hour LPS",Y,4/9/2024,Food gel in cage on 3/21/24,,,,,,,,
2674,L,,Female,2/22/24,47,,2012/2016,Tlr4-KO,,,-/-,,,"Kylee, redo 3-, 24-, 48-hour LPS",Y,4/9/2024,Food gel in cage on 3/21/24,,,,,,,,
2675,B,,Female,2/22/24,47,,2012/2016,Tlr4-KO,,,-/-,,,"Kylee, redo 3-, 24-, 48-hour LPS",Y,4/9/2024,Food gel in cage on 3/21/24,,,,,,,,
2676,2R (big hole),,Female,2/22/24,47,,2012/2016,Tlr4-KO,,,-/-,,,"Kylee, redo 3-, 24-, 48-hour LPS",Y,4/9/2024,Food gel in cage on 3/21/24,,,,,,,,
2677,R,,Male,2/22/24,48,,2012/2016,Tlr4-KO,,,-/-,,,"Kylee, redo 3-, 24-, 48-hour LPS",Y,4/10/2024,Food gel in cage on 3/21/24,,,,,,,,
2678,L,,Male,2/22/24,48,,2012/2016,Tlr4-KO,,,-/-,,,"Kylee, redo 3-, 24-, 48-hour LPS",Y,4/10/2024,Food gel in cage on 3/21/24,,,,,,,,
2679,B,,Male,2/22/24,48,,2012/2016,Tlr4-KO,,,-/-,,,"Kylee, redo 3-, 24-, 48-hour LPS",Y,4/10/2024,Food gel in cage on 3/21/24,,,,,,,,
2680,2R,,Male,2/22/24,48,,2012/2016,Tlr4-KO,,,-/-,,,"Kylee, redo 3-, 24-, 48-hour LPS",Y,4/10/2024,Food gel in cage on 3/21/24,,,,,,,,
2681,R,,Female,2/22/24,48,,"2010, 2011/2015",Tlr4-KO,,,-/-,,,"Kylee, redo 3-, 24-, 48-hour LPS",Y,4/10/2024,Food gel in cage on 3/21/24,,,,,,,,
2682,L,,Female,2/22/24,48,,"2010, 2011/2015",Tlr4-KO,,,-/-,,,"Kylee, redo 3-, 24-, 48-hour LPS",Y,4/10/2024,Food gel in cage on 3/21/24,,,,,,,,
2683,R,,Male,2/22/24,48,,"2010, 2011/2015",Tlr4-KO,,,-/-,,,"Kylee, redo 3-, 24-, 48-hour LPS",Y,4/10/2024,Food gel in cage on 3/21/24,,,,,,,,
2684,L,,Male,2/22/24,48,,"2010, 2011/2015",Tlr4-KO,,,-/-,,,"Kylee, redo 3-, 24-, 48-hour LPS",Y,4/10/2024,Food gel in cage on 3/21/24,,,,,,,,
2685,B,,Male,2/22/24,48,,"2010, 2011/2015",Tlr4-KO,,,-/-,,,"Kylee, redo 3-, 24-, 48-hour LPS",Y,4/10/2024,Food gel in cage on 3/21/24,,,,,,,,
2686,R,,Female,2/21/24,49,,2465/2466,Trpv1-KO,,,+/+,,,"Kylee, redo 3-, 24-, 48-hour LPS",Y,4/10/2024,Fur loss - 3/21/24,,,,,,,,
2687,L,,Female,2/21/24,49,,2465/2466,Trpv1-KO,,,-/-,,,"Kylee, redo 3-, 24-, 48-hour LPS",Y,4/10/2024,Fur loss - 3/21/24,,,,,,,,
2688,B,,Female,2/21/24,49,,2465/2466,Trpv1-KO,,,-/-,,,"Kylee, redo 3-, 24-, 48-hour LPS",Y,4/10/2024,Fur loss - 3/21/24,,,,,,,,
2689,R,,Male,2/21/24,49,,2465/2466,Trpv1-KO,,,-/-,,,"Kylee, redo 3-, 24-, 48-hour LPS",Y,4/10/2024,Fur loss - 3/21/24,,,,,,,,
2690,L,,Male,2/21/24,49,,2465/2466,Trpv1-KO,,,-/-,,,"Kylee, redo 3-, 24-, 48-hour LPS",Y,4/10/2024,Fur loss - 3/21/24,,,,,,,,
2691,B,,Male,2/21/24,49,,2465/2466,Trpv1-KO,,,-/-,,,"Kylee, redo 3-, 24-, 48-hour LPS",Y,4/10/2024,,,,,,,,,
2692,R,,Female,2/27/24,107,,"2413, 2414/2415",Trpv1-flox,,,,,,,,,,,,,,,,,
2693,L,,Female,2/27/24,107,,"2413, 2414/2415",Trpv1-flox,,,,,,,,,,,,,,,,,
2694,B,,Female,2/27/24,107,,"2413, 2414/2415",Trpv1-flox,,,,,,,,,,,,,,,,,
2695,2R,,Female,2/27/24,107,,"2413, 2414/2415",Trpv1-flox,,,,,,,,,,,,,,,,,
2696,2L,,Female,2/27/24,107,,"2413, 2414/2415",Trpv1-flox,,,,,,,,,,,,,,,,,
2697,R,,Male,2/27/24,107,,"2413, 2414/2415",Trpv1-flox,,,,,,,,,,,,,,,,,
2698,L,,Male,2/27/24,107,,"2413, 2414/2415",Trpv1-flox,,,,,,,,,,,,,,,,,
2699,B,,Male,2/27/24,107,,"2413, 2414/2415",Trpv1-flox,,,,,,,,,,,,,,,,,
2700,R,,Female,1/31/24,134,2/29/2024,"2386, 2387/2388",Tlr3-KO,,,,,,Breeding,,,,,,,,,,,
2701,L,,Female,1/31/24,134,2/29/2024,"2386, 2387/2388",Tlr3-KO,,,,,,Breeding,,,,,,,,,,,
2702,B,,Female,1/31/24,70,2/29/2024,"2386, 2387/2388",Tlr3-KO,,,,,,,,4/10/2024,Breeding 4/10/24,,,,,,,,
2703,R,,Male,1/31/24,134,2/29/2024,"2386, 2387/2388",Tlr3-KO,,,,,,Breeding,Y,,Breeding 4/10/24,,,,,,,,
2704,R,,Female,2/25/24,109,3/15/2024,"2386, 2387/2388",Tlr3-KO,,,,,,Breeding,,,Breeding 4/10/24,,,,,,,,
2705,L,,Female,2/25/24,109,3/15/2024,"2386, 2387/2388",Tlr3-KO,,,,,,Breeding,,,Breeding 4/10/24,,,,,,,,
2706,R,,Male,2/25/24,109,3/15/2024,"2386, 2387/2388",Tlr3-KO,,,,,,Breeding,,,Breeding 4/10/24,,,,,,,,
2707,R,,Female,2/27/24,76,3/19/2024,"2413, 2414/2415",Trpv1-flox,,,,,,,,5/13/2024,,,,,,,,,
2708,L,,Female,2/27/24,76,3/19/2024,"2413, 2414/2415",Trpv1-flox,,,,,,,,5/13/2024,,,,,,,,,
2709,B,,Female,2/27/24,76,3/19/2024,"2413, 2414/2415",Trpv1-flox,,,,,,,,5/13/2024,,,,,,,,,
2710,2R,,Female,2/27/24,76,3/19/2024,"2413, 2414/2415",Trpv1-flox,,,,,,,,5/13/2024,,,,,,,,,
2711,2L,,Female,2/27/24,76,3/19/2024,"2413, 2414/2415",Trpv1-flox,,,,,,,,5/13/2024,,,,,,,,,
2712,R,,Male,2/27/24,76,3/19/2024,"2413, 2414/2415",Trpv1-flox,,,,,,,,5/13/2024,,,,,,,,,
2713,L,,Male,2/27/24,76,3/19/2024,"2413, 2414/2415",Trpv1-flox,,,,,,,,5/13/2024,,,,,,,,,
2714,B,,Male,2/27/24,76,3/19/2024,"2413, 2414/2415",Trpv1-flox,,,,,,,,5/13/2024,,,,,,,,,
2715,R,,Female,2/27/24,43,,"1985, 1986/1987",Myd88-KO,,,-/-,,,"Kylee, redo 3-, 24-, 48-hour LPS",Y,4/10/2024,,,,,,,,,
2716,L,,Female,2/27/24,43,,"1985, 1986/1987",Myd88-KO,,,-/-,,,"Kylee, redo 3-, 24-, 48-hour LPS",Y,4/10/2024,,,,,,,,,
2717,B,,Female,2/27/24,43,,"1985, 1986/1987",Myd88-KO,,,-/-,,,"Kylee, redo 3-, 24-, 48-hour LPS",Y,4/10/2024,,,,,,,,,
2718,R,,Male,2/27/24,43,,"1985, 1986/1987",Myd88-KO,,,-/-,,,"Kylee, redo 3-, 24-, 48-hour LPS",Y,4/10/2024,Fur loss - 3/21/24,,,,,,,,
2719,L,,Male,2/27/24,43,,"1985, 1986/1987",Myd88-KO,,,-/-,,,"Kylee, redo 3-, 24-, 48-hour LPS",Y,4/10/2024,Fur loss - 3/21/24,,,,,,,,
2720,B,,Male,2/27/24,43,,"1985, 1986/1987",Myd88-KO,,,-/-,,,"Kylee, redo 3-, 24-, 48-hour LPS",Y,4/10/2024,,,,,,,,,
2721,R,,Male,2/26/24,108,,2200/2201,Tlr4-loxp,B6N-Cdh23-KI,,loxp/loxp,KI/KI,,Breeding,,,,,,,,,,,
2722,L,,Male,2/26/24,108,,2200/2201,Tlr4-loxp,B6N-Cdh23-KI,,loxp/loxp,KI/KI,,Breeding,,,,,,,,,,,
2723,B,,Male,2/26/24,92,,2200/2201,Tlr4-loxp,B6N-Cdh23-KI,,loxp/loxp,KI/KI,,,,5/28/2024,,,,,,,,,
2724,2R,,Male,2/26/24,92,,2200/2201,Tlr4-loxp,B6N-Cdh23-KI,,loxp/loxp,KI/KI,,,,5/28/2024,,,,,,,,,
2725,,,Female,3/4/24,36,,"2456, 2457/2458",Myd88-KO,B6N-Cdh23-KI,,,,,"Kylee, redo 3-, 24-, 48-hour LPS",Y,4/9/2024,,,,,,,,,
2726,,,Female,3/4/24,36,,"2456, 2457/2458",Myd88-KO,B6N-Cdh23-KI,,,,,"Kylee, redo 3-, 24-, 48-hour LPS",Y,4/9/2024,,,,,,,,,
2727,,,Male,3/4/24,36,,"2456, 2457/2458",Myd88-KO,B6N-Cdh23-KI,,,,,"Kylee, redo 3-, 24-, 48-hour LPS",Y,4/9/2024,,,,,,,,,
2728,,,Male,3/3/24,102,3/25/2024,2435/2436,Tlr7-KO,,,,,,Breeding,,,Breeding 5/13/24,,,,,,,,
2729,,,Male,3/3/24,102,3/25/2024,2435/2436,Tlr7-KO,,,,,,Breeding,,,Breeding 5/13/24,,,,,,,,
2730,,,Female,3/3/24,102,3/25/2024,2435/2436,Tlr7-KO,,,,,,Breeding,,,Breeding 5/13/24,,,,,,,,
2731,,,Female,3/3/24,102,3/25/2024,2435/2436,Tlr7-KO,,,,,,Breeding,,,Breeding 5/13/24,,,,,,,,
2732,,,Female,3/3/24,71,3/25/2024,2435/2436,Tlr7-KO,,,,,,,,5/13/2024,,,,,,,,,
2733,,,Female,2/28/24,106,,2007/2009,Tlr4-loxp,B6N-Cdh23-KI,,loxp/loxp,KI/KI,,Breeding,,,,,,,,,,,
2734,,,Female,2/28/24,106,,2007/2009,Tlr4-loxp,B6N-Cdh23-KI,,loxp/loxp,KI/KI,,Breeding,,,,,,,,,,,
2735,,,Male,2/28/24,42,3/25/2024,2007/2009,Tlr4-loxp,B6N-Cdh23-KI,,,,,,Y,4/10/2024,,,,,,,,,
2736,,,Male,2/28/24,42,3/25/2024,2007/2009,Tlr4-loxp,B6N-Cdh23-KI,,,,,,Y,4/10/2024,,,,,,,,,
2737,,,Male,2/28/24,42,3/25/2024,2007/2009,Tlr4-loxp,B6N-Cdh23-KI,,,,,,Y,4/10/2024,,,,,,,,,
2738,,,Male,2/28/24,42,3/25/2024,2007/2009,Tlr4-loxp,B6N-Cdh23-KI,,,,,,Y,4/10/2024,,,,,,,,,
2739,,,Male,2/28/24,42,3/25/2024,2007/2009,Tlr4-loxp,B6N-Cdh23-KI,,,,,,Y,4/10/2024,,,,,,,,,
2740,,,Male,3/6/24,99,,"2386, 2387/2388",Tlr3-KO,,,,,,,,,,,,,,,,,
2741,,,Male,3/6/24,99,,"2386, 2387/2388",Tlr3-KO,,,,,,,,,,,,,,,,,
2742,,,Female,3/7/24,84,3/28/2024,"2094, 2095/2096",Ifnr-KO,,,4KO/WT,Dp16 -,,,,5/30/2024,,,,,,,,,
2743,,,Female,3/7/24,84,3/28/2024,"2094, 2095/2096",Ifnr-KO,,,4KO/WT,Dp16 -,,,,5/30/2024,,,,,,,,,
2744,,,Female,3/7/24,84,3/28/2024,"2094, 2095/2096",Ifnr-KO,,,4KO/WT,Dp16 -,,,,5/30/2024,,,,,,,,,
2745,,,Female,3/7/24,84,3/28/2024,"2094, 2095/2096",Ifnr-KO,,,4KO/WT,Dp16 -,,,,5/30/2024,,,,,,,,,
2746,,,Male,3/7/24,84,3/28/2024,"2094, 2095/2096",Ifnr-KO,,,WT/WT,Dp16 -,,,,5/30/2024,,,,,,,,,
2747,,,Male,3/7/24,84,3/28/2024,"2094, 2095/2096",Ifnr-KO,,,WT/WT,Dp16 -,,,,5/30/2024,,,,,,,,,
2748,,,Male,3/7/24,84,3/28/2024,"2094, 2095/2096",Ifnr-KO,,,WT/WT,Dp16 -,,,,5/30/2024,,,,,,,,,
2749,,,Male,3/7/24,84,3/28/2024,"2094, 2095/2096",Ifnr-KO,,,WT/WT,Dp16 -,,,,5/30/2024,,,,,,,,,
2750,,,Female,3/12/24,93,4/2/2024,2304/2305,B6N (C57BL/6N),,,,,,Breeding,,,Breeding 5/13/24,,,,,,,,
2751,,,Female,3/10/24,95,4/2/2024,"2094, 2095/2096",Ifnr-KO,,,4KO/WT,Dp16 -,,Breeding,,,Food gel.,,,,,,,,
2752,,,Female,3/10/24,95,4/2/2024,"2094, 2095/2096",Ifnr-KO,,,4KO/WT,Dp16 -,,Breeding,,,Food gel.,,,,,,,,
2753,,,Female,3/10/24,81,4/2/2024,"2094, 2095/2096",Ifnr-KO,,,4KO/WT,Dp16 -,,,,5/30/2024,Food gel.,,,,,,,,
2754,,,Female,3/10/24,81,4/2/2024,"2094, 2095/2096",Ifnr-KO,,,WT/WT,Dp16 -,,,,5/30/2024,Food gel.,,,,,,,,
2755,,,Female,3/10/24,81,4/2/2024,"2094, 2095/2096",Ifnr-KO,,,WT/WT,Dp16 -,,,,5/30/2024,Food gel.,,,,,,,,
2756,,,Male,3/10/24,81,4/2/2024,"2094, 2095/2096",Ifnr-KO,,,4KO/WT,Dp16 -,,,,5/30/2024,Food gel.,,,,,,,,
2757,,,Male,3/10/24,81,4/2/2024,"2094, 2095/2096",Ifnr-KO,,,WT/WT,Dp16 -,,,,5/30/2024,Food gel.,,,,,,,,
2758,,,Male,3/10/24,81,4/2/2024,"2094, 2095/2096",Ifnr-KO,,,4KO/WT,Dp16 -,,,,5/30/2024,Food gel.,,,,,,,,
2759,,,Male,3/10/24,81,4/2/2024,"2094, 2095/2096",Ifnr-KO,,,WT/WT,Dp16 -,,,,5/30/2024,Food gel.,,,,,,,,
2760,,,Female,3/5/24,34,,"2459, 2460/2461",Myd88-KO,B6N-Cdh23-KI,,,,,"Kylee, redo 3-, 24-, 48-hour LPS",,4/8/2024,,,,,,,,,
2761,,,Male,3/5/24,34,,"2459, 2460/2461",Myd88-KO,B6N-Cdh23-KI,,,,,"Kylee, redo 3-, 24-, 48-hour LPS",,4/8/2024,,,,,,,,,
2762,,,Male,3/5/24,34,,"2459, 2460/2461",Myd88-KO,B6N-Cdh23-KI,,,,,"Kylee, redo 3-, 24-, 48-hour LPS",,4/8/2024,,,,,,,,,
2763,,,Female,3/13/24,92,4/5/2024,2403/2404,Cachd1-KO,,,,,,Breeding,,,Breeding 5/13/24,,,,,,,,
2764,,,Female,3/13/24,92,4/5/2024,2403/2404,Cachd1-KO,,,,,,Breeding,,,Breeding 5/13/24,,,,,,,,
2765,,,Male,3/13/24,92,4/5/2024,2403/2404,Cachd1-KO,,,,,,Breeding,,,Breeding 5/13/24,,,,,,,,
2766,,,Male,3/13/24,92,4/5/2024,2403/2404,Cachd1-KO,,,,,,Breeding,,,Breeding 5/13/24,,,,,,,,
2767,,,Male,3/13/24,61,4/5/2024,2403/2404,Cachd1-KO,,,,,,,,5/13/2024,,,,,,,,,
2768,,,Female,3/15/24,90,4/5/2024,"2413, 2414/2415",Trpv1-flox,,,,,,Breeding,,,Breeding 5/13/24,,,,,,,,
2769,,,Female,3/15/24,90,4/5/2024,"2413, 2414/2415",Trpv1-flox,,,,,,Breeding,,,Breeding 5/13/24,,,,,,,,
2770,,,Female,3/15/24,59,4/5/2024,"2413, 2414/2415",Trpv1-flox,,,,,,,,5/13/2024,,,,,,,,,
2771,,,Male,3/15/24,90,4/5/2024,"2413, 2414/2415",Trpv1-flox,,,,,,Breeding,,,Breeding 5/13/24,,,,,,,,
2772,,,Male,3/15/24,90,4/5/2024,"2413, 2414/2415",Trpv1-flox,,,,,,Breeding,,,Breeding 5/13/24,,,,,,,,
2773,,,Female,3/20/24,85,4/12/2024,2395/2397,Tbx1,,,,,,,,,,,,,,,,,
2774,,,Male,3/20/24,85,4/12/2024,2395/2397,Tbx1,,,,,,,,,,,,,,,,,
2775,,,Female,3/25/24,73,4/12/2024,"1976, 1977/1978",Tbx1,,,,,,,,6/6/2024,,,,,,,,,
2776,,,Female,3/25/24,73,4/12/2024,"1976, 1977/1978",Tbx1,,,,,,,,6/6/2024,,,,,,,,,
2777,,,Female,3/25/24,73,4/12/2024,"1976, 1977/1978",Tbx1,,,,,,,,6/6/2024,,,,,,,,,
2778,,,Male,3/25/24,80,4/12/2024,"1976, 1977/1978",Tbx1,,,,,,,,,,,,,,,,,
